date,ticker,logvol_t,target_logvol_t+1,target_logvol_t+5,target_logvol_t+22,weekday,is_month_end,is_opex,is_holiday_eve,dow_sin,dow_cos,vix,vix3m,vix_term_spread,ret_1d,cross_vol_rank,logvol_t-1,logvol_t-5,logvol_t-22,roll_mean_ret_5d,roll_std_ret_5d,roll_mean_vol_5d,roll_std_vol_5d,roll_mean_ret_22d,roll_std_ret_22d,roll_mean_vol_22d,roll_std_vol_22d,roll_mean_ret_66d,roll_std_ret_66d,roll_mean_vol_66d,roll_std_vol_66d,roll_mean_ret_132d,roll_std_ret_132d,roll_mean_vol_132d,roll_std_vol_132d,roll_mean_ret_252d,roll_std_ret_252d,roll_mean_vol_252d,roll_std_vol_252d,pca_vol_cs_1,pca_vol_cs_2,pca_vol_cs_3
2011-01-04,GLD,-4.741128813523385,-4.919507198526875,-4.222238945956326,-3.310808529630769,1,0,0,0,0.9510565162951535,0.30901699437494745,17.610000610351562,20.6200008392334,3.010000228881836,-0.005203836674790001,1.0,-5.709472621178326,-5.81659638245115,-5.121565883668757,0.004366147580061918,0.009752591273872407,0.00374812501697524,0.0007464846915622163,0.0008712731822402227,0.009147246767686624,0.005717057544167277,0.002182080015223124,0.0011456688848875895,0.011057847839755802,0.006809191620346434,0.003110693286631752,0.0008865336212423239,0.009870114261500989,0.0063424502426539,0.003076293604507553,0.0009071155884443942,0.010406679039970435,0.006973063790166081,0.003174636217531339,-0.6194564354762679,1.329755448990123,1.1423207949463738
2011-01-05,GLD,-4.919507198526875,-5.039774094682545,-4.274379695085708,-3.3254285857745276,2,0,0,0,0.5877852522924732,-0.8090169943749473,17.3799991607666,20.610000610351562,3.230001449584961,-0.023832475368098148,4.0,-5.325783134640435,-5.708896213304986,-4.927847860404364,-0.0036328552739189313,0.013384126800875522,0.0048306162972464,0.0022907735019000253,-0.00015154232943565435,0.010554905189009218,0.005784635497627,0.0022534134359587722,0.0007893074173855157,0.011476624699831853,0.006802168753172914,0.0031057495819402253,0.0008097512823159353,0.010022674709351675,0.006307442367802306,0.0030217516672538885,0.0008161582155835111,0.010522163536421795,0.006979115230460648,0.003176530706942818,1.4639613724481761,-1.0088624989153532,-0.2897441285456377
2011-01-06,GLD,-5.039774094682545,-4.893601223175965,-4.227848572856615,-3.336698532303354,3,0,0,0,-0.587785252292473,-0.8090169943749475,17.020000457763672,20.049999237060547,3.029998779296875,-0.0028240572403502554,3.0,-4.741128813523385,-5.482341306144687,-5.252115948462731,-0.0049105841887883955,0.012818223542607709,0.00545924616052432,0.0024837343338908737,-0.0012347137921111327,0.009444644655871333,0.00587855832017575,0.0022724574035035416,0.0006285248134163302,0.011451377917686778,0.006849750161603274,0.0030886934125518815,0.0007771039057692415,0.01002747464908057,0.006283482393893751,0.003000998077049162,0.000740011350849943,0.010478534741749718,0.006978688467614494,0.0031764797744760504,1.8963503149882077,1.246943598955724,0.4663654953689586
2011-01-07,GLD,-4.893601223175965,-5.31454741047608,-4.245307109706902,-3.3501536446185267,4,0,0,1,-0.9510565162951536,0.30901699437494723,17.399999618530273,20.350000381469727,2.950000762939453,-0.004026801058528414,3.0,-4.919507198526875,-5.780959039971645,-4.869034635452146,-0.0047259039119181435,0.012824160675703114,0.00613713742272008,0.0021081262127618473,-0.0017588472713090074,0.00925463096672782,0.005823759887370578,0.0022412502536473906,0.0006204958696411982,0.011454500227161556,0.006914779944533192,0.0030336235273391837,0.0007210280381149291,0.010033529560175301,0.006284716535569586,0.0030010435171675203,0.0007486630587492878,0.010473674931263948,0.006988377277318531,0.0031711802525079442,2.0792375817325617,0.8548324666731727,0.9799723747482229
2011-01-10,GLD,-5.31454741047608,-5.070120040821055,-4.2595439468966765,-3.345097590347774,0,0,0,0,0.0,1.0,17.139999389648438,20.290000915527344,3.1500015258789062,-0.0018697884851869347,1.0,-5.039774094682545,-5.709472621178326,-4.7743430370928595,-0.0075513917653907536,0.00918743361034401,0.00697313038842238,0.0014280012710288163,-0.0009829114372715483,0.008423814738069474,0.005780612407846355,0.0021971146734162455,0.00029665964635957405,0.011211997937574165,0.006947691553856459,0.0030278574851550968,0.0010013999884153468,0.009416640117135352,0.006242597406686132,0.0029437795558087264,0.00072159740848514,0.010471585269880254,0.006984889445494314,0.0031701341285370797,0.23475236293652513,1.8788259841192532,0.4841955038570158
2011-01-11,GLD,-5.070120040821055,-5.174413397613765,-4.311877599433946,-3.344377992096585,1,0,0,0,0.9510565162951535,0.30901699437494745,17.540000915527344,20.479999542236328,2.9399986267089844,0.004034322186689475,1.0,-4.893601223175965,-5.325783134640435,-4.46371275720755,-0.005703759993094857,0.010598169445993372,0.00698412335552166,0.0014077793480925308,-0.00022650348857344103,0.008070073040773559,0.00548061195946049,0.001788855345066625,0.00026323351499269305,0.011197284098276824,0.006988630872563842,0.002980818590519455,0.0009386843514535166,0.009368173146688271,0.006231634067049072,0.002946007912241186,0.0006852198232122496,0.010443944845736986,0.006980098850616347,0.003172347497288937,-0.18907339099990117,0.9223505038161427,-0.8119213153756024
2011-01-12,GLD,-5.174413397613765,-4.8537280991990395,-4.330528951249648,-3.3520551676457435,2,0,0,0,0.5877852522924732,-0.8090169943749473,16.889999389648438,20.139999389648438,3.25,0.005873031403827585,3.0,-5.31454741047608,-4.741128813523385,-5.033569181265611,0.00023734136129028913,0.004420778602478912,0.006494699073586479,0.0010221648124911044,-0.00015471897872791258,0.008119071386971235,0.005469982508060663,0.0017830985891217458,0.0005186574602176965,0.011128818043240079,0.00688084175946501,0.0028722143715312685,0.00111083933354954,0.009246768422330546,0.006233941548386399,0.002945926291838976,0.0007923925270024846,0.010357358020122324,0.0069449882706254604,0.003130479158585294,2.027990366219412,1.0115247442324382,0.27923918742453463
2011-01-13,GLD,-4.8537280991990395,-4.963197826444072,-4.457582625636547,-3.3741355400453226,3,0,0,0,-0.587785252292473,-0.8090169943749475,16.239999771118164,19.229999542236328,2.989999771118164,0.004068526754664966,3.0,-5.070120040821055,-4.919507198526875,-4.862039703978427,0.0016158581602933333,0.004300506106935393,0.0061660604899792795,0.0009596682611635667,1.678196867679558e-05,0.008168731758371892,0.005375657259322532,0.0017110222104917202,0.0004311147499332495,0.01107691877248648,0.006870289877079076,0.0028754497695744354,0.001062746573835485,0.0092144507256534,0.006241424018769083,0.0029431814402407406,0.0007710046197648881,0.01034494917647565,0.006918587867133845,0.003113037791806578,0.6669031615536307,-0.0058673677701985005,2.2887755758046984
2011-01-14,GLD,-4.963197826444072,-5.4506059826081055,-4.434396405177772,-3.3715828082098054,4,0,0,1,-0.9510565162951536,0.30901699437494723,16.389999389648438,19.200000762939453,2.8100013732910156,-0.010463555902437563,3.0,-5.174413397613765,-5.039774094682545,-5.538379371202743,0.0003285071915115036,0.0067037991012220775,0.00643086768561552,0.0012150064129409638,-0.0006731636460281365,0.008390984682620412,0.005551400508226686,0.0017538023601344013,0.00020024932916103803,0.011143606442217752,0.006905631636652709,0.0028722657195889554,0.0010170128600280014,0.009256788249892449,0.006240839738453577,0.0029428620308820635,0.0007120881181482914,0.010366549511088294,0.006911496087094085,0.0031089690796261447,2.1240196944782106,0.8498025590448047,0.38640648424392904
2011-01-18,GLD,-5.4506059826081055,-5.419435414099173,-4.368733912270382,-3.3746666283484674,1,0,0,0,0.9510565162951535,0.30901699437494745,15.460000038146973,18.3700008392334,2.910000801086426,-0.01019728850011685,4.0,-4.8537280991990395,-4.893601223175965,-4.964765418878157,-0.0013369928114744794,0.008243999474135158,0.006330098217263561,0.0011220908429091985,-0.0011800857874447802,0.008621638899166917,0.0055518982231874585,0.0017542284705048647,8.358638953394584e-05,0.011212376523291876,0.006942814720194706,0.0028569675414962794,0.0008657936837797021,0.009275833908259177,0.0062619428817393555,0.002938135075015415,0.0007132835295650899,0.010365268905614568,0.006899567038457847,0.0031028453963498344,2.0667899921596637,0.059928028643827444,-0.23694790046999825
2011-01-19,GLD,-5.419435414099173,-5.289447218414736,-4.243738189510979,-3.3737001620424585,2,0,0,0,0.5877852522924732,-0.8090169943749473,15.869999885559082,18.3799991607666,2.5099992752075195,0.005561341914815331,2.0,-4.963197826444072,-5.31454741047608,-5.144644912220932,-0.0010315888658493084,0.008516509682002668,0.00620493766238554,0.0013337129861042893,-0.00043059635899429365,0.008448904866658714,0.00548204175236874,0.0017731022553375564,-7.25025057696412e-05,0.011059998249522456,0.006911757305729846,0.0028746694210814087,0.0009734944588951225,0.009246931359394278,0.006241982649703651,0.002942518897991361,0.000711797714094835,0.010364544113869346,0.0068971546697721205,0.003104640728503673,0.7536992031140746,1.4313268016161826,-0.6028372560877076
2011-01-20,GLD,-5.289447218414736,-5.363065855046294,-4.111412868613053,-3.375953838021477,3,0,0,0,-0.587785252292473,-0.8090169943749475,17.309999465942383,19.639999389648438,2.3299999237060547,0.0021711298182139015,2.0,-5.4506059826081055,-5.070120040821055,-4.960018184416431,-0.0017719691829720448,0.007905165391778364,0.00583453382617424,0.0015471697146452257,-3.058156322181462e-05,0.008349194279354051,0.00536462568647739,0.0017523145687979292,-0.00011625968346075411,0.01104508635542413,0.006920563155368996,0.00286601853844667,0.00092437301509053,0.009223004642364705,0.006252967426905349,0.0029329381715733336,0.0008132967314071855,0.010252043384789354,0.006881132786832142,0.003106923442416013,-0.9358117590413644,-0.6292824675624941,0.15138265331848316
2011-01-21,GLD,-5.363065855046294,-4.901877150598971,-3.8073088254711105,-3.369429833581849,4,0,1,1,-0.9510565162951536,0.30901699437494723,17.989999771118164,19.899999618530273,1.9099998474121094,-0.01902521743105847,1.0,-5.419435414099173,-5.174413397613765,-4.910612120212129,-0.006390718020116731,0.010085454101017183,0.0057115362631182005,0.0015884542624284965,-0.0010276522067077685,0.009243184984146356,0.005259015284622518,0.00169489975583346,-0.00028372691285317726,0.011247963701526299,0.006892857140089986,0.0028753075239966964,0.0007840837611252185,0.009384370245508917,0.006221501818955735,0.002923365816635682,0.0007954048183454764,0.010282791771321891,0.006850619568237774,0.003086908528690992,-0.5342098225754863,1.4304803758451008,0.04753998586265962
