date,ticker,logvol_t,target_logvol_t+1,target_logvol_t+5,target_logvol_t+22,weekday,is_month_end,is_opex,is_holiday_eve,dow_sin,dow_cos,vix,vix3m,vix_term_spread,ret_1d,cross_vol_rank,logvol_t-1,logvol_t-5,logvol_t-22,roll_mean_ret_5d,roll_std_ret_5d,roll_mean_vol_5d,roll_std_vol_5d,roll_mean_ret_22d,roll_std_ret_22d,roll_mean_vol_22d,roll_std_vol_22d,roll_mean_ret_66d,roll_std_ret_66d,roll_mean_vol_66d,roll_std_vol_66d,roll_mean_ret_132d,roll_std_ret_132d,roll_mean_vol_132d,roll_std_vol_132d,roll_mean_ret_252d,roll_std_ret_252d,roll_mean_vol_252d,roll_std_vol_252d,pca_vol_cs_1,pca_vol_cs_2,pca_vol_cs_3
2011-01-11,GLD,-5.070120040821055,-5.174413397613765,-4.311877599433946,-3.344377992096585,1,0,0,0,0.9510565162951535,0.30901699437494745,17.540000915527344,20.479999542236328,2.9399986267089844,0.004034322186689475,1.0,-4.893601223175965,-5.325783134640435,-4.46371275720755,-0.005703759993094857,0.010598169445993372,0.00698412335552166,0.0014077793480925308,-0.00022650348857344103,0.008070073040773559,0.00548061195946049,0.001788855345066625,0.00026323351499269305,0.011197284098276824,0.006988630872563842,0.002980818590519455,0.0009386843514535166,0.009368173146688271,0.006231634067049072,0.002946007912241186,0.0006852198232122496,0.010443944845736986,0.006980098850616347,0.003172347497288937,-0.18907339099990117,0.9223505038161427,-0.8119213153756024
2011-01-12,GLD,-5.174413397613765,-4.8537280991990395,-4.330528951249648,-3.3520551676457435,2,0,0,0,0.5877852522924732,-0.8090169943749473,16.889999389648438,20.139999389648438,3.25,0.005873031403827585,3.0,-5.31454741047608,-4.741128813523385,-5.033569181265611,0.00023734136129028913,0.004420778602478912,0.006494699073586479,0.0010221648124911044,-0.00015471897872791258,0.008119071386971235,0.005469982508060663,0.0017830985891217458,0.0005186574602176965,0.011128818043240079,0.00688084175946501,0.0028722143715312685,0.00111083933354954,0.009246768422330546,0.006233941548386399,0.002945926291838976,0.0007923925270024846,0.010357358020122324,0.0069449882706254604,0.003130479158585294,2.027990366219412,1.0115247442324382,0.27923918742453463
2011-01-13,GLD,-4.8537280991990395,-4.963197826444072,-4.457582625636547,-3.3741355400453226,3,0,0,0,-0.587785252292473,-0.8090169943749475,16.239999771118164,19.229999542236328,2.989999771118164,0.004068526754664966,3.0,-5.070120040821055,-4.919507198526875,-4.862039703978427,0.0016158581602933333,0.004300506106935393,0.0061660604899792795,0.0009596682611635667,1.678196867679558e-05,0.008168731758371892,0.005375657259322532,0.0017110222104917202,0.0004311147499332495,0.01107691877248648,0.006870289877079076,0.0028754497695744354,0.001062746573835485,0.0092144507256534,0.006241424018769083,0.0029431814402407406,0.0007710046197648881,0.01034494917647565,0.006918587867133845,0.003113037791806578,0.6669031615536307,-0.0058673677701985005,2.2887755758046984
2011-01-14,GLD,-4.963197826444072,-5.4506059826081055,-4.434396405177772,-3.3715828082098054,4,0,0,1,-0.9510565162951536,0.30901699437494723,16.389999389648438,19.200000762939453,2.8100013732910156,-0.010463555902437563,3.0,-5.174413397613765,-5.039774094682545,-5.538379371202743,0.0003285071915115036,0.0067037991012220775,0.00643086768561552,0.0012150064129409638,-0.0006731636460281365,0.008390984682620412,0.005551400508226686,0.0017538023601344013,0.00020024932916103803,0.011143606442217752,0.006905631636652709,0.0028722657195889554,0.0010170128600280014,0.009256788249892449,0.006240839738453577,0.0029428620308820635,0.0007120881181482914,0.010366549511088294,0.006911496087094085,0.0031089690796261447,2.1240196944782106,0.8498025590448047,0.38640648424392904
2011-01-18,GLD,-5.4506059826081055,-5.419435414099173,-4.368733912270382,-3.3746666283484674,1,0,0,0,0.9510565162951535,0.30901699437494745,15.460000038146973,18.3700008392334,2.910000801086426,-0.01019728850011685,4.0,-4.8537280991990395,-4.893601223175965,-4.964765418878157,-0.0013369928114744794,0.008243999474135158,0.006330098217263561,0.0011220908429091985,-0.0011800857874447802,0.008621638899166917,0.0055518982231874585,0.0017542284705048647,8.358638953394584e-05,0.011212376523291876,0.006942814720194706,0.0028569675414962794,0.0008657936837797021,0.009275833908259177,0.0062619428817393555,0.002938135075015415,0.0007132835295650899,0.010365268905614568,0.006899567038457847,0.0031028453963498344,2.0667899921596637,0.059928028643827444,-0.23694790046999825
2011-01-19,GLD,-5.419435414099173,-5.289447218414736,-4.243738189510979,-3.3737001620424585,2,0,0,0,0.5877852522924732,-0.8090169943749473,15.869999885559082,18.3799991607666,2.5099992752075195,0.005561341914815331,2.0,-4.963197826444072,-5.31454741047608,-5.144644912220932,-0.0010315888658493084,0.008516509682002668,0.00620493766238554,0.0013337129861042893,-0.00043059635899429365,0.008448904866658714,0.00548204175236874,0.0017731022553375564,-7.25025057696412e-05,0.011059998249522456,0.006911757305729846,0.0028746694210814087,0.0009734944588951225,0.009246931359394278,0.006241982649703651,0.002942518897991361,0.000711797714094835,0.010364544113869346,0.0068971546697721205,0.003104640728503673,0.7536992031140746,1.4313268016161826,-0.6028372560877076
2011-01-20,GLD,-5.289447218414736,-5.363065855046294,-4.111412868613053,-3.375953838021477,3,0,0,0,-0.587785252292473,-0.8090169943749475,17.309999465942383,19.639999389648438,2.3299999237060547,0.0021711298182139015,2.0,-5.4506059826081055,-5.070120040821055,-4.960018184416431,-0.0017719691829720448,0.007905165391778364,0.00583453382617424,0.0015471697146452257,-3.058156322181462e-05,0.008349194279354051,0.00536462568647739,0.0017523145687979292,-0.00011625968346075411,0.01104508635542413,0.006920563155368996,0.00286601853844667,0.00092437301509053,0.009223004642364705,0.006252967426905349,0.0029329381715733336,0.0008132967314071855,0.010252043384789354,0.006881132786832142,0.003106923442416013,-0.9358117590413644,-0.6292824675624941,0.15138265331848316
2011-01-21,GLD,-5.363065855046294,-4.901877150598971,-3.8073088254711105,-3.369429833581849,4,0,1,1,-0.9510565162951536,0.30901699437494723,17.989999771118164,19.899999618530273,1.9099998474121094,-0.01902521743105847,1.0,-5.419435414099173,-5.174413397613765,-4.910612120212129,-0.006390718020116731,0.010085454101017183,0.0057115362631182005,0.0015884542624284965,-0.0010276522067077685,0.009243184984146356,0.005259015284622518,0.00169489975583346,-0.00028372691285317726,0.011247963701526299,0.006892857140089986,0.0028753075239966964,0.0007840837611252185,0.009384370245508917,0.006221501818955735,0.002923365816635682,0.0007954048183454764,0.010282791771321891,0.006850619568237774,0.003086908528690992,-0.5342098225754863,1.4304803758451008,0.04753998586265962
2011-01-24,GLD,-4.901877150598971,-5.086557319140986,-3.8242908854543094,-3.3488543636094845,0,0,0,0,0.0,1.0,18.469999313354492,19.969999313354492,1.5,-0.0012965579493562846,2.0,-5.289447218414736,-4.8537280991990395,-5.146755002786107,-0.004557318429500476,0.009992762703719633,0.005088990056213541,0.0011008019679161164,-0.0013937713949557578,0.009078157512900904,0.005207572627138591,0.0016942926102720048,-0.0003712252684973141,0.011232800867658061,0.006888984982708882,0.002878145723063594,0.0007787453563031354,0.009385359335398323,0.006215446898226082,0.002925728072504326,0.0007976585462733822,0.0102822686910557,0.006825708173938021,0.0030788997818798564,-0.2315084372452476,0.49590875596064316,-0.9467617383058957
2011-01-25,GLD,-5.086557319140986,-4.819066666182273,-3.7740727436079506,-3.3544521459285845,1,0,0,0,0.9510565162951535,0.30901699437494745,17.649999618530273,19.579999923706055,1.9300003051757812,-0.005126436648875738,4.0,-5.363065855046294,-4.963197826444072,-5.2729514976658844,-0.0035431480592522544,0.009523564869077778,0.00517740611598122,0.0012927375245912315,-0.001697388153921577,0.009086600132702462,0.005312307455516668,0.0017591450300726119,2.9084961287563237e-05,0.010555013547177564,0.006852871408044275,0.0028557185798681146,0.0008405336174995997,0.009318691721865575,0.0062330948979610334,0.002925992935453087,0.0007658533479008602,0.010288169798747773,0.006838244456379908,0.0030748954117089397,1.0358105222407916,-1.1049052499382042,-0.4838296769262982
